resource_name,matched_term,label,article_topic_match,pmcid,paragraph_text
ENA,NCBI,1,True,PMC12122930,These datasets comprise vast phylogenetic and taxonomic diversity from closely related species to all taxa currently represented on NCBI SRA.
ENA,NCBI,1,True,PMC12122930,"The datasets made available in this data descriptor include the following: (1) newly sequenced and expert-curated low-coverage whole genome sequencing for species in the flowering plant clade Malpighiales, spanning divergences from closely related species to families, and with samples labeled at species, genus and family levels (2) species-level datasets for plants, animals, fungi and bacteria obtained from the literature, and samples labeled at the species level or below (3) a dataset including all eukaryotic families from the NCBI SRA, labeled at the family level and (4) a dataset with all taxa available from the NCBI SRA, labeled with their complete taxonomic classification."
ENA,NCBI,1,True,PMC12122930,"For example, neither conventional barcodes or Skmer can be applied to all taxa on NCBI SRA."
ENA,NCBI,1,True,PMC12122930,"To test shallow-level classification at species or lower taxonomic ranks, we compiled four datasets from publicly available genome skimming data from the NCBI SRA using NCBI Entrez."
ENA,NCBI,1,True,PMC12083092,NCBI BioProject Database
ENA,NCBI,1,True,PMC12083092,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1206793 [ 18 ]
ENA,NCBI,1,True,PMC12083092,https://identifiers.org/ncbi/insdc.sra:SRR31897982 [ 19 ]
ENA,NCBI,0,True,PMC12023522,FASTQ files from Illumina sequencing are available in the NCBI Gene Expression Omnibus.
GEO,Gene Expression Omnibus,1,True,PMC12023522,FASTQ files from Illumina sequencing are available in the NCBI Gene Expression Omnibus.
ENA,NCBI,0,True,PMC12023522,The final 16 data sets of raw FASTQ data and FeatureCount table were deposited in the NCBI Gene Expression Omnibus (accessible on https://identifiers.org/geo:GSE287646 ) and listed in Table 1 .
GEO,Gene Expression Omnibus,1,True,PMC12023522,The final 16 data sets of raw FASTQ data and FeatureCount table were deposited in the NCBI Gene Expression Omnibus (accessible on https://identifiers.org/geo:GSE287646 ) and listed in Table 1 .
ENA,NCBI,0,True,PMC12023522,"The raw RNA sequencing results for this publication are available from the NCBI Gene Expression Omnibus and are accessible through GEO Series accession number GSE287646 ( http://identifiers.org/geo:GSE287646 , [ 28 ])."
GEO,Gene Expression Omnibus,1,True,PMC12023522,"The raw RNA sequencing results for this publication are available from the NCBI Gene Expression Omnibus and are accessible through GEO Series accession number GSE287646 ( http://identifiers.org/geo:GSE287646 , [ 28 ])."
GEO,GEO,1,True,PMC12023522,"The raw RNA sequencing results for this publication are available from the NCBI Gene Expression Omnibus and are accessible through GEO Series accession number GSE287646 ( http://identifiers.org/geo:GSE287646 , [ 28 ])."
ENA,NCBI,1,True,PMC12056075,Species Family Source Bombyx mori Bombycidae NCBI (GCF_000151625.1) Carposina sasakii Carposinidae NCBI (GCA_014607495.2) Chilo suppressalis Crambidae NCBI (GCA_902850365.2) Cnaphalocrocis medinalis Crambidae NCBI (GCA_014851415.1) Diatraea saccharalis Crambidae NCBI (GCA_918026875.4) Heortia vitessoides Crambidae NCBI (GCA_020976665.1) Ostrinia furnacalis Crambidae NCBI (GCA_041937195.1) Parotis chlorochroalis Crambidae This study Arctia plantaginis Erebidae NCBI (GCA_902825455.1) Ectropis grisescens Geometridae NCBI (GCA_017562165.1) Operophtera brumata Geometridae NCBI (GCA_932527245.1) Dendrolimus punctatus Lasiocampidae NCBI (GCA_012273795.1) Helicoverpa armigera Noctuidae NCBI (GCF_002156985.1) Heliothis virescens Noctuidae NCBI (GCA_002382865.2) Spodoptera litura Noctuidae NCBI (GCF_002706865.2) Trichoplusia ni Noctuidae NCBI (GCF_003590095.1) Danaus plexippus Nymphalidae NCBI (GCF_018135715.1 Kallima inachus Nymphalidae 10.5061/dryad.8w9ghx3gt Papilio bianor Papilionidae NCBI (GCA_040363705.1) Pieris napi Pieridae NCBI (GCF_905475465.1) Zerene cesonia Pieridae NCBI (GCF_012273895.1) Plutella xylostella Plutellidae NCBI (GCF_932276165.1) Ephestia elutella Pyralidae NCBI (GCA_018467065.1) Antheraea pernyi Saturniidae NCBI (GCA_015888305.1) Manduca sexta Sphingidae NCBI (GCF_014839805.1) Cydia pomonella Tortricidae NCBI (GCF_033807575.1)
ENA,NCBI,1,True,PMC12056075,Bombyx mori Bombycidae NCBI (GCF_000151625.1)
ENA,NCBI,1,True,PMC12056075,Carposina sasakii Carposinidae NCBI (GCA_014607495.2)
ENA,NCBI,0,True,PMC11980121,"The predicted PCGs were functionally annotated using BLAST v2.9.0 (E-value = 1E-05) [ 29 ] against the public protein databases, namely the KEGG [ 30 ], GO [ 31 ], NR ( https://ftp.ncbi.nlm.nih.gov/ ), Swiss-Prot ( http://www.expasy.ch/sprot ), InterPro [ 32 ], and KOG ( https://ftp.ncbi.nih.gov/pub/COG/KOG/ )."
KEGG,KEGG,1,True,PMC11980121,"The predicted PCGs were functionally annotated using BLAST v2.9.0 (E-value = 1E-05) [ 29 ] against the public protein databases, namely the KEGG [ 30 ], GO [ 31 ], NR ( https://ftp.ncbi.nlm.nih.gov/ ), Swiss-Prot ( http://www.expasy.ch/sprot ), InterPro [ 32 ], and KOG ( https://ftp.ncbi.nih.gov/pub/COG/KOG/ )."
GO,GO,1,True,PMC11980121,"The predicted PCGs were functionally annotated using BLAST v2.9.0 (E-value = 1E-05) [ 29 ] against the public protein databases, namely the KEGG [ 30 ], GO [ 31 ], NR ( https://ftp.ncbi.nlm.nih.gov/ ), Swiss-Prot ( http://www.expasy.ch/sprot ), InterPro [ 32 ], and KOG ( https://ftp.ncbi.nih.gov/pub/COG/KOG/ )."
ENA,NCBI,0,True,PMC11980121,"The predicted PCGs were functionally annotated using BLAST v2.9.0 (E-value = 1E-05) [ 29 ] against the public protein databases, namely the KEGG [ 30 ], GO [ 31 ], NR ( https://ftp.ncbi.nlm.nih.gov/ ), Swiss-Prot ( http://www.expasy.ch/sprot ), InterPro [ 32 ], and KOG ( https://ftp.ncbi.nih.gov/pub/COG/KOG/ )."
UniProt,Swiss-Prot,1,True,PMC11980121,"The predicted PCGs were functionally annotated using BLAST v2.9.0 (E-value = 1E-05) [ 29 ] against the public protein databases, namely the KEGG [ 30 ], GO [ 31 ], NR ( https://ftp.ncbi.nlm.nih.gov/ ), Swiss-Prot ( http://www.expasy.ch/sprot ), InterPro [ 32 ], and KOG ( https://ftp.ncbi.nih.gov/pub/COG/KOG/ )."
InterPro,InterPro,1,True,PMC11980121,"The predicted PCGs were functionally annotated using BLAST v2.9.0 (E-value = 1E-05) [ 29 ] against the public protein databases, namely the KEGG [ 30 ], GO [ 31 ], NR ( https://ftp.ncbi.nlm.nih.gov/ ), Swiss-Prot ( http://www.expasy.ch/sprot ), InterPro [ 32 ], and KOG ( https://ftp.ncbi.nih.gov/pub/COG/KOG/ )."
COG,KOG,1,True,PMC11980121,"The predicted PCGs were functionally annotated using BLAST v2.9.0 (E-value = 1E-05) [ 29 ] against the public protein databases, namely the KEGG [ 30 ], GO [ 31 ], NR ( https://ftp.ncbi.nlm.nih.gov/ ), Swiss-Prot ( http://www.expasy.ch/sprot ), InterPro [ 32 ], and KOG ( https://ftp.ncbi.nih.gov/pub/COG/KOG/ )."
ENA,NCBI,1,True,PMC11980121,https://identifiers.org/ncbi/insdc.sra:SRR25056968
ENA,SRA,1,True,PMC11980121,https://identifiers.org/ncbi/insdc.sra:SRR25056968
ENA,NCBI,1,True,PMC11980121,https://identifiers.org/ncbi/insdc.sra:SRR25056969
ENA,SRA,1,True,PMC11980121,https://identifiers.org/ncbi/insdc.sra:SRR25056969
ENA,NCBI,1,True,PMC12001621,The data described in this Data note can be freely accessed on NCBI under Bioproject ID PRJNA656383.
BioProject,BioProject,1,True,PMC12001621,The data described in this Data note can be freely accessed on NCBI under Bioproject ID PRJNA656383.
ENA,NCBI,1,True,PMC12001621,Data file 1 Raw WGS long reads Fastq file (.fastq.gz) NCBI ( https://identifiers.org/ncbi/insdc.sra:SRR12489157 ) [ 13 ]
ENA,SRA,1,True,PMC12001621,Data file 1 Raw WGS long reads Fastq file (.fastq.gz) NCBI ( https://identifiers.org/ncbi/insdc.sra:SRR12489157 ) [ 13 ]
ENA,NCBI,1,True,PMC12001621,Data file 2 Raw Hi-C reads Fastq file (.fastq.gz) NCBI ( https://identifiers.org/ncbi/insdc.sra:SRR12605950 ) [ 14 ]
ENA,SRA,1,True,PMC12001621,Data file 2 Raw Hi-C reads Fastq file (.fastq.gz) NCBI ( https://identifiers.org/ncbi/insdc.sra:SRR12605950 ) [ 14 ]
ENA,NCBI,1,True,PMC12001621,Data file 3 Raw illumina HiSeq reads Fastq file (.fastq.gz) NCBI ( https://identifiers.org/ncbi/insdc.sra:SRR12443991 ) [ 15 ]
ENA,SRA,1,True,PMC12001621,Data file 3 Raw illumina HiSeq reads Fastq file (.fastq.gz) NCBI ( https://identifiers.org/ncbi/insdc.sra:SRR12443991 ) [ 15 ]
ENA,NCBI,1,True,PMC12122930,"As part of developing varKoder , a new method of DNA-based taxonomic identification based on low-coverage genomic reads 1 (i.e., genome skimming), we have created a number of curated datasets for organisms spanning different taxonomic ranks and phylogenetic depths, from closely related populations, species, to all taxa represented on the NCBI Sequence Read Archive (SRA, https://www.ncbi.nlm.nih.gov/sra/ )."
ENA,SRA,1,True,PMC12122930,"As part of developing varKoder , a new method of DNA-based taxonomic identification based on low-coverage genomic reads 1 (i.e., genome skimming), we have created a number of curated datasets for organisms spanning different taxonomic ranks and phylogenetic depths, from closely related populations, species, to all taxa represented on the NCBI Sequence Read Archive (SRA, https://www.ncbi.nlm.nih.gov/sra/ )."
ENA,NCBI,1,True,PMC12083092,"Table 1 Overview of data files/data sets Label Name of data file/data sets File types (file extension) Data repository and identifier (DOI or accession number) Data file 1 Data analysis workflow PDF Figshare: 10.6084/m9.figshare.28802672 [ 16 ] Data file 2 Antimicrobial resistance profile PDF Figshare: 10.6084/m9.figshare.28805720 [ 17 ] Data file 3 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioProject No file format NCBI BioProject Database https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1206793 [ 18 ] Data file 4 Klebsiella quasipneumoniae I1-1 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897982 https://identifiers.org/ncbi/insdc.sra:SRR31897982 [ 19 ] Data file 5 Klebsiella quasipneumoniae I1-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897981 https://identifiers.org/ncbi/insdc.sra:SRR31897981 [ 20 ] Data file 6 Klebsiella quasipneumoniae I5-2 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897980 https://identifiers.org/ncbi/insdc.sra:SRR31897980 [ 21 ] Data file 7 Klebsiella quasipneumoniae I5-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897979 https://identifiers.org/ncbi/insdc.sra:SRR31897979 [ 22 ] Data file 8 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioSample No file format NCBI BioSample https://www.ncbi.nlm.nih.gov/biosample?LinkName=bioproject_biosample_all%26;from_uid=1206793 [ 23 ]"
ENA,Sequence Read Archive,1,True,PMC12083092,"Table 1 Overview of data files/data sets Label Name of data file/data sets File types (file extension) Data repository and identifier (DOI or accession number) Data file 1 Data analysis workflow PDF Figshare: 10.6084/m9.figshare.28802672 [ 16 ] Data file 2 Antimicrobial resistance profile PDF Figshare: 10.6084/m9.figshare.28805720 [ 17 ] Data file 3 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioProject No file format NCBI BioProject Database https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1206793 [ 18 ] Data file 4 Klebsiella quasipneumoniae I1-1 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897982 https://identifiers.org/ncbi/insdc.sra:SRR31897982 [ 19 ] Data file 5 Klebsiella quasipneumoniae I1-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897981 https://identifiers.org/ncbi/insdc.sra:SRR31897981 [ 20 ] Data file 6 Klebsiella quasipneumoniae I5-2 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897980 https://identifiers.org/ncbi/insdc.sra:SRR31897980 [ 21 ] Data file 7 Klebsiella quasipneumoniae I5-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897979 https://identifiers.org/ncbi/insdc.sra:SRR31897979 [ 22 ] Data file 8 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioSample No file format NCBI BioSample https://www.ncbi.nlm.nih.gov/biosample?LinkName=bioproject_biosample_all%26;from_uid=1206793 [ 23 ]"
BioProject,BioProject,1,True,PMC12083092,"Table 1 Overview of data files/data sets Label Name of data file/data sets File types (file extension) Data repository and identifier (DOI or accession number) Data file 1 Data analysis workflow PDF Figshare: 10.6084/m9.figshare.28802672 [ 16 ] Data file 2 Antimicrobial resistance profile PDF Figshare: 10.6084/m9.figshare.28805720 [ 17 ] Data file 3 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioProject No file format NCBI BioProject Database https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1206793 [ 18 ] Data file 4 Klebsiella quasipneumoniae I1-1 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897982 https://identifiers.org/ncbi/insdc.sra:SRR31897982 [ 19 ] Data file 5 Klebsiella quasipneumoniae I1-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897981 https://identifiers.org/ncbi/insdc.sra:SRR31897981 [ 20 ] Data file 6 Klebsiella quasipneumoniae I5-2 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897980 https://identifiers.org/ncbi/insdc.sra:SRR31897980 [ 21 ] Data file 7 Klebsiella quasipneumoniae I5-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897979 https://identifiers.org/ncbi/insdc.sra:SRR31897979 [ 22 ] Data file 8 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioSample No file format NCBI BioSample https://www.ncbi.nlm.nih.gov/biosample?LinkName=bioproject_biosample_all%26;from_uid=1206793 [ 23 ]"
BioSamples,BioSample,1,True,PMC12083092,"Table 1 Overview of data files/data sets Label Name of data file/data sets File types (file extension) Data repository and identifier (DOI or accession number) Data file 1 Data analysis workflow PDF Figshare: 10.6084/m9.figshare.28802672 [ 16 ] Data file 2 Antimicrobial resistance profile PDF Figshare: 10.6084/m9.figshare.28805720 [ 17 ] Data file 3 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioProject No file format NCBI BioProject Database https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1206793 [ 18 ] Data file 4 Klebsiella quasipneumoniae I1-1 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897982 https://identifiers.org/ncbi/insdc.sra:SRR31897982 [ 19 ] Data file 5 Klebsiella quasipneumoniae I1-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897981 https://identifiers.org/ncbi/insdc.sra:SRR31897981 [ 20 ] Data file 6 Klebsiella quasipneumoniae I5-2 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897980 https://identifiers.org/ncbi/insdc.sra:SRR31897980 [ 21 ] Data file 7 Klebsiella quasipneumoniae I5-3 Illumina raw sequence fastq NCBI Sequence Read Archive SRR31897979 https://identifiers.org/ncbi/insdc.sra:SRR31897979 [ 22 ] Data file 8 Klebsiella quasipneumoniae I1-1, I1-3, I5-2, and I5-3 NCBI BioSample No file format NCBI BioSample https://www.ncbi.nlm.nih.gov/biosample?LinkName=bioproject_biosample_all%26;from_uid=1206793 [ 23 ]"
